,URL,Blocking Quotient
14804,www.wwfwcw.f4w.net,Inaccessible significantly more often than not
14805,www.wwg.org.tw,Inaccessible more often than not
14806,www.wwgl.com,Almost always inaccessible
14807,wwii.uhome.net,Inaccessible in every test
14808,www.wwpc.com.tw,Sometimes inaccessible
14809,wwsgs.home.sohu.com,Inaccessible significantly more often than not
14810,wwvm6.tw.to,Inaccessible more often than not
14811,www0.mercurycenter.com,Sometimes inaccessible
14812,www007.in2000.com,Inaccessible significantly more often than not
14813,www1.chinesenewsnet.com,Inaccessible significantly more often than not
14814,www1.hchg.gov.tw,Inaccessible more often than not
14815,www1.hyes.tpc.edu.tw,Inaccessible significantly more often than not
14816,www1.qdio.ac.cn,Sometimes inaccessible
14817,www1.snunit.k12.il,Sometimes inaccessible
14818,www1.web-hk.com,Sometimes inaccessible
14819,www168.in2000.com,Inaccessible significantly more often than not
14820,www2.50megs.com,Inaccessible significantly more often than not
14821,www2.acc.af.mil,Sometimes inaccessible
14822,www2.cca.gov.tw,Almost always inaccessible
14823,www2.chinesenewsnet.com,Inaccessible significantly more often than not
14824,www2.domaindlx.com,Inaccessible more often than not
14825,www2.drdni.gov.uk,Inaccessible more often than not
14826,www2.omnitel.net,Sometimes inaccessible
14827,www2.sbbs.se,Inaccessible more often than not
14828,www2.southwind.net,Inaccessible more often than not
14829,www25.brinkster.com,Inaccessible more often than not
14830,www26.brinkster.com,Inaccessible significantly more often than not
14831,www27.brinkster.com,Inaccessible significantly more often than not
14832,www2ch.net,Inaccessible significantly more often than not
14833,www3.50megs.com,Inaccessible more often than not
14834,www3.bc.sympatico.ca,Sometimes inaccessible
14835,www3.chinesenewsnet.com,Almost always inaccessible
14836,www3.hchs.tpc.edu.tw,Inaccessible more often than not
14837,www3.telus.net,Sometimes inaccessible
14838,www3.to,Inaccessible significantly more often than not
14839,www4.cca.gov.tw,Inaccessible more often than not
14840,www4.nando.net,Inaccessible significantly more often than not
14841,www5.chinesenewsnet.com,Sometimes inaccessible
14842,www5.jaring.my,Inaccessible significantly more often than not
14843,www6.chinesenewsnet.com,Inaccessible significantly more often than not
14844,www7.50megs.com,Inaccessible more often than not
14845,wwwandyli.39m.net,Sometimes inaccessible
14846,wwwcrl.uchicago.edu,Inaccessible more often than not
14847,www-dapnia.cea.fr,Sometimes inaccessible
14848,www-drecam.cea.fr,Sometimes inaccessible
14849,wwwedu.kh.edu.tw,Sometimes inaccessible
14850,wwweng.dgoc.gov.tw,Inaccessible more often than not
14851,www-id.imag.fr,Inaccessible more often than not
14852,www-lce.eng.cam.ac.uk,Sometimes inaccessible
14853,wwwlib.ltsh.ilc.edu.tw,Sometimes inaccessible
14854,wwwp.852.net,Sometimes inaccessible
14855,www-personal.ksu.edu,Inaccessible significantly more often than not
14856,www-personal.umd.umich.edu,Almost always inaccessible
14857,www-personal.umich.edu,Often inaccessible
14858,wwwr.yes8.com,Often inaccessible
14859,www-sa.arcent.army.mil,Sometimes inaccessible
14860,www-scf.usc.edu,Inaccessible significantly more often than not
14861,www-sd.ni8.net,Sometimes inaccessible
14862,www-space.arc.nasa.gov,Often inaccessible
14863,www-students.biola.edu,Inaccessible significantly more often than not
14864,www-tech.mit.edu,Sometimes inaccessible
14865,www-umea.slu.se,Sometimes inaccessible
14866,wwwusers.imaginet.fr,Sometimes inaccessible
14867,www-x.nzz.ch,Sometimes inaccessible
14868,wx33.no-frills.net,Sometimes inaccessible
14869,www.wx-cc.com,Inaccessible more often than not
14870,wxhengli.126.com,Sometimes inaccessible
14871,www.wxianchun.com,Sometimes inaccessible
14872,www.wxld.com,Almost always inaccessible
14873,wy.cjb.net,Sometimes inaccessible
14874,www.wyb.uscourts.gov,Inaccessible more often than not
14875,wyk.yeah.net,Almost always inaccessible
14876,www.wyldwytch.com,Sometimes inaccessible
14877,wymanstown.cjb.net,Sometimes inaccessible
14878,WyteLyte.tripod.com,Sometimes inaccessible
14879,www.wyyaa.org,Inaccessible significantly more often than not
14880,x1.xtime.com.tw,Almost always inaccessible
14881,www.xa963.net,Inaccessible more often than not
14882,www.xalt.co.uk,Inaccessible more often than not
14883,xan888.126.com,Sometimes inaccessible
14884,www.xash.com,Sometimes inaccessible
14885,xbjy.my.west163.com,Inaccessible more often than not
14886,xc9.k12.net.cn,Inaccessible more often than not
14887,xconman.in2000.com,Inaccessible more often than not
14888,www.xdflower.com,Inaccessible significantly more often than not
14889,www.xdl.com,Sometimes inaccessible
14890,x-doc.iscool.net,Almost always inaccessible
14891,www.xenutv.com,Inaccessible more often than not
14892,www.xeper.org,Inaccessible significantly more often than not
14893,www.xeroks.com,Sometimes inaccessible
14894,www.xevil.cjb.net,Almost always inaccessible
14895,www.xfcscs.com,Almost always inaccessible
14896,www.xh-edu.com,Almost always inaccessible
14897,xhtml.uhome.net,Inaccessible significantly more often than not
14898,www.xiaguanhotel.com,Often inaccessible
14899,www.xianghes.com,Sometimes inaccessible
14900,www.xianghuagroup.com,Inaccessible significantly more often than not
14901,www.xiangming-lamp.com,Often inaccessible
14902,www.xiangya.com.cn,Sometimes inaccessible
14903,www.xiantrip.com,Sometimes inaccessible
14904,xiaobaihua.yes8.com,Almost always inaccessible
14905,www.xiao-xiao.com,Often inaccessible
14906,xiawa.uhome.net,Sometimes inaccessible
14907,www.xibide.com,Almost always inaccessible
14908,www.xicc.com,Sometimes inaccessible
14909,xiepu.k12.net.cn,Sometimes inaccessible
14910,www.xigcl.com,Inaccessible more often than not
14911,xihuzhi.virtualave.net,Almost always inaccessible
14912,www.xijingad.com,Inaccessible significantly more often than not
14913,www.xinanyi.cc,Inaccessible in every test
14914,www.xindaluye.com,Inaccessible significantly more often than not
14915,www.xing2001.com,Almost always inaccessible
14916,www.xingfachem.com,Almost always inaccessible
14917,www.xinhuanqiu.com,Inaccessible significantly more often than not
14918,www.xinhuatools.com,Often inaccessible
14919,xinjiang.school.edudns.com,Inaccessible in every test
14920,www.xinlianghotel.com,Often inaccessible
14921,www.xinlihua.com,Almost always inaccessible
14922,www.xinlongfa.com,Almost always inaccessible
14923,www.xin-qiao.com,Often inaccessible
14924,www.xinruigroup.com.cn,Inaccessible in every test
14925,xinsheng.net,Sometimes inaccessible
14926,www.xin-xing-group.com,Inaccessible significantly more often than not
14927,www.xinyaa.com,Almost always inaccessible
14928,www.xinyi-hk.com,Inaccessible in every test
14929,xiongni.tripod.com,Almost always inaccessible
14930,xiongni.tripod.com.,Inaccessible significantly more often than not
14931,www.xipworld.com,Inaccessible significantly more often than not
14932,xipworld.com,Inaccessible significantly more often than not
14933,xistrat.org,Inaccessible more often than not
14934,xitak.tripod.com,Inaccessible more often than not
14935,xixd.members.easyspace.com,Inaccessible significantly more often than not
14936,xizang-zhiye.com,Inaccessible more often than not
14937,www.xizang-zhiye.org,Inaccessible significantly more often than not
14938,xizang-zhiye.org,Almost always inaccessible
14939,www.xj-ic.com,Inaccessible significantly more often than not
14940,www.xjife.edu.cn,Sometimes inaccessible
14941,www.xjmachinery.com,Inaccessible more often than not
14942,www.xjyz.com.cn,Inaccessible in every test
14943,www.xj-zy.com,Inaccessible more often than not
14944,www.xkdq.com,Often inaccessible
14945,xmascarolsonthenet.tripod.com,Often inaccessible
14946,xmbremix.xmbhosted.com,Inaccessible significantly more often than not
14947,www.xmdz.com,Sometimes inaccessible
14948,xmlnet.uhome.net,Inaccessible in every test
14949,www.xmoonies.com,Inaccessible significantly more often than not
14950,www.xmsun.com,Almost always inaccessible
14951,xngeng.k12.net.cn,Almost always inaccessible
14952,xoss.netfirms.com,Inaccessible more often than not
14953,xpubhk.virtualave.net,Inaccessible significantly more often than not
14954,xresistancex.cjb.net,Inaccessible significantly more often than not
14955,www.xshowbiz.com,Almost always inaccessible
14956,x-stream.fortunecity.com,Almost always inaccessible
14957,www.xszy.net,Inaccessible significantly more often than not
14958,www.xtec.i.am,Almost always inaccessible
14959,xteens.uhome.net,Inaccessible significantly more often than not
14960,www.xtremeteamministry.homestead.com,Inaccessible significantly more often than not
14961,www.xuanwu.com,Often inaccessible
14962,www.xuelinxing.com,Almost always inaccessible
14963,xuesongyuan.wangzhan.com,Almost always inaccessible
14964,www.xueyou.com,Inaccessible significantly more often than not
14965,xueyuan.k12.net.cn,Almost always inaccessible
14966,www.xust.sn.cn,Inaccessible more often than not
14967,www.xwzf.gov.cn,Sometimes inaccessible
14968,xx3.8m.com,Sometimes inaccessible
14969,www.xxxgirls.com,Inaccessible more often than not
14970,xxzc.net,Almost always inaccessible
14971,www.xy163.yes8.com,Inaccessible significantly more often than not
14972,www.xyfurong.com,Often inaccessible
14973,www.xys.org,Almost always inaccessible
14974,xys.org,Almost always inaccessible
14975,www.xys2.org,Inaccessible significantly more often than not
14976,xz1108.k12.net.cn,Almost always inaccessible
14977,www.xzhgc.com,Often inaccessible
14978,www.xzlyw.com,Inaccessible in every test
14979,www.y1638.com,Inaccessible in every test
14980,www.Y2K.educations.net,Inaccessible in every test
14981,y2kbird.uhome.net,Almost always inaccessible
14982,www.ya-chang.com.tw,Inaccessible significantly more often than not
14983,www.yaconline.isgreat.net,Inaccessible more often than not
14984,yad.interiordesign.webjump.com,Almost always inaccessible
14985,www.yada-china.com,Inaccessible more often than not
14986,www.yahoo.com.cn,Almost always inaccessible
14987,yahoo.com.cn,Inaccessible significantly more often than not
14988,www.yahoogroups.com,Sometimes inaccessible
14989,www.yahua.com.tw,Often inaccessible
14990,www.yajama.com.tw,Sometimes inaccessible
14991,www.yaki.f4w.net,Sometimes inaccessible
14992,www.yakisakanarecords.fr.st,Almost always inaccessible
14993,www.yalon.com.tw,Inaccessible significantly more often than not
14994,www.yamapzone.com.hk.ro,Sometimes inaccessible
14995,www.yamashan.com,Almost always inaccessible
14996,yami.yam.com,Almost always inaccessible
14997,yami.yam.com.tw,Inaccessible significantly more often than not
14998,www.yammie.cc,Inaccessible more often than not
14999,www.yancang.com,Inaccessible significantly more often than not
15000,yanfai.tripod.com,Almost always inaccessible
15001,www.yangmei.gov.tw,Inaccessible significantly more often than not
15002,yangmei.tyhp.gov.tw,Inaccessible significantly more often than not
15003,yangxp.k12.net.cn,Inaccessible significantly more often than not
15004,www.yangzhong.com,Sometimes inaccessible
15005,www.yanshasocks.com,Often inaccessible
15006,yanshuei.tnhg.gov.tw,Almost always inaccessible
15007,www.yanxintaipei.org.tw,Almost always inaccessible
15008,www.yasong.com,Inaccessible more often than not
15009,yau1983.tripod.com,Almost always inaccessible
15010,yaufung.naturev.net,Inaccessible more often than not
15011,www.yaushinggems.com,Inaccessible more often than not
15012,www.ybcbs.com,Almost always inaccessible
15013,www.ybh.cjb.net,Inaccessible more often than not
15014,www.ybu.edu.cn,Almost always inaccessible
15015,www.y-c.com.tw,Inaccessible more often than not
15016,www.y-car.com,Sometimes inaccessible
15017,www.yces.ylc.edu.tw,Sometimes inaccessible
15018,www.ychbo.gov.tw,Sometimes inaccessible
15019,www.ycjh.com,Inaccessible more often than not
15020,www.ycps.hlc.edu.tw,Almost always inaccessible
15021,ycqz.edu.qz.fj.cn,Sometimes inaccessible
15022,ycsx.edu.qz.fj.cn,Sometimes inaccessible
15023,ycsz.edu.qz.fj.cn,Sometimes inaccessible
15024,www.yctam.org,Sometimes inaccessible
15025,www.yctour.com,Almost always inaccessible
15026,ycwz.edu.qz.fj.cn,Almost always inaccessible
15027,ycyd.edu.qz.fj.cn,Sometimes inaccessible
15028,ycyz.edu.qz.fj.cn,Sometimes inaccessible
15029,www.yd168.net,Sometimes inaccessible
15030,www.ydbs.tyc.edu.tw,Almost always inaccessible
15031,www.yddq.com,Sometimes inaccessible
15032,ydyh.39m.net,Inaccessible more often than not
15033,www.yea.com.tw,Inaccessible significantly more often than not
15034,www.yeah2002.f4w.net,Often inaccessible
15035,www.yeahcar.com,Almost always inaccessible
15036,www.yeart.com,Almost always inaccessible
15037,www.yeda.net,Almost always inaccessible
15038,yee.138china.com,Sometimes inaccessible
15039,www.yelaw.com,Inaccessible significantly more often than not
15040,www.ye-lin.com,Almost always inaccessible
15041,yellingjessie.852.net,Almost always inaccessible
15042,yellowpage.com.tw,Inaccessible significantly more often than not
15043,yelopage.cjb.net,Often inaccessible
15044,www.yes2theking.faithweb.com,Inaccessible significantly more often than not
15045,www.yes-art.com.tw,Inaccessible significantly more often than not
15046,yesart.in2000.com,Sometimes inaccessible
15047,yes-ec.com,Inaccessible significantly more often than not
15048,yesheng.8k.com,Inaccessible significantly more often than not
15049,www.yeshuaislord.com,Inaccessible more often than not
15050,www.yeslabel.d2g.com,Almost always inaccessible
15051,www.yesrtv.com,Almost always inaccessible
15052,www.yeungsum.org.hk,Almost always inaccessible
15053,www.yfc.org.nz,Almost always inaccessible
15054,www.yfcmalta.cjb.net,Sometimes inaccessible
15055,www.yfps.tpc.edu.tw,Almost always inaccessible
15056,www.yfse.com,Sometimes inaccessible
15057,www.ygsoft.com,Inaccessible more often than not
15058,www.yha.org,Sometimes inaccessible
15059,www.yh-battery.com,Sometimes inaccessible
15060,www.yhgf.com,Sometimes inaccessible
15061,www.yhitaiwan.com,Sometimes inaccessible
15062,yhlzz.k12.net.cn,Inaccessible more often than not
15063,yhouse.uhome.net,Inaccessible more often than not
15064,yi521.my.west163.com,Inaccessible more often than not
15065,www.yia.com.tw,Inaccessible more often than not
15066,www.yibin.com.tw,Sometimes inaccessible
15067,yichin63.hypermart.net,Sometimes inaccessible
15068,www.yichu.cyhg.gov.tw,Inaccessible significantly more often than not
15069,www.yidahouse.com,Inaccessible more often than not
15070,www.yiding.com.tw,Inaccessible in every test
15071,www.yieip.org,Inaccessible in every test
15072,www.yifanbbs.com,Sometimes inaccessible
15073,www.yihchyun.com.tw,Almost always inaccessible
15074,www.yiichwan.com.tw,Sometimes inaccessible
15075,www.yijia-group.com,Often inaccessible
15076,www.yijing.com,Often inaccessible
15077,yik.itgo.com,Almost always inaccessible
15078,www.yilei.com,Inaccessible significantly more often than not
15079,www.yi-men.com,Inaccessible more often than not
15080,www.yimsir.cjb.net,Inaccessible in every test
15081,www.yinbishiye.com,Almost always inaccessible
15082,yingfai.uhome.net,Inaccessible in every test
